case,replicate,success,failure_reason,miss_distance_m,robustness_margin,max_qbar_pa,max_load_g,time_of_flight_s,impulse_n_s,crossrange_error_m,downrange_error_m,failed,final_x_m,final_y_m,final_z_m,fuel_used_kg,ground_violation_m,guidance_gain,integrated_control_effort,load_violation_g,miss_violation_m,mission_model,qbar_violation_pa,terminal_altitude_m,terminal_flight_path_angle_deg,terminal_speed_mps,thrust_n
2,5,True,none,28.385502653379373,40.66277510673881,159337.22489326118,10.092631330897351,10.750000000000018,27110.600234308487,0.15619469505833322,-13.864698101700014,False,4003.275758822607,6.17207632382432,-136.9016786637756,5.822916666665954,136.9016786637756,1.4,9.217982270682294,0.0,0.0,point_mass,0.0,-136.9016786637756,-7.371192139086786,353.6236482864505,2400.0
3,0,True,none,31.517185398815606,51.465143265616646,148534.85673438336,9.487341827962542,11.150000000000023,25160.15861862703,-0.966869109555425,-1.1998098194299018,False,4001.09165404106,4.886170118512236,-154.38398041756017,6.039583333332594,154.38398041756017,1.8,9.857275330856753,0.0,0.0,point_mass,0.0,-154.38398041756017,-8.335867552307906,330.8694284439379,2000.0
3,1,True,none,30.615413951918573,65.0889876567385,134911.0123432615,8.499252762201786,11.60000000000003,23833.382876356278,-0.04514962817845049,6.69112919237341,False,4013.14266626563,-3.1079756766661313,-153.70949362756048,6.283333333332564,153.70949362756048,1.8,10.321094925401203,0.0,0.0,point_mass,0.0,-153.70949362756048,-8.386145321468874,321.3703231109121,2000.0
3,2,True,none,25.06627279865086,60.17104148114892,139828.95851885108,8.301893161124788,11.400000000000027,24140.975150327795,0.005927078303836996,2.080925592483709,False,4012.353235150415,-2.1927896240525664,-149.65600112798137,6.174999999999244,149.65600112798137,1.8,9.757443161901737,0.0,0.0,point_mass,0.0,-149.65600112798137,-8.241101470780068,345.1220088501986,2000.0
3,3,True,none,15.256348566378806,61.88717953774406,138112.82046225594,5.112274491870611,8.949999999999992,19665.21240422585,-0.6548048060739035,-14.688971222505643,False,2985.3110287774944,-0.6548048060739035,-4.069585564795538,4.847916666666073,4.069585564795538,1.8,0.4450779935962123,0.0,0.0,point_mass,0.0,-4.069585564795538,-8.6538401917422,513.6953931947289,2000.0
3,4,True,none,28.385502653379373,40.66277510673881,159337.22489326118,10.092631330897351,10.750000000000018,27110.600234308487,0.15619469505833322,-13.864698101700014,False,4003.275758822607,6.17207632382432,-136.9016786637756,5.822916666665954,136.9016786637756,1.8,9.217982270682294,0.0,0.0,point_mass,0.0,-136.9016786637756,-7.371192139086786,353.6236482864505,2000.0
3,5,True,none,26.41142556115967,46.636525425789294,153363.4745742107,9.177122513350566,11.150000000000023,25530.78093968201,0.3755237299835297,-4.306351768901095,False,4012.562459406058,0.7992530977447072,-162.43770007807208,6.039583333332594,162.43770007807208,1.8,9.795675604764218,0.0,0.0,point_mass,0.0,-162.43770007807208,-9.077832492036206,340.2896700143489,2000.0
4,0,True,none,30.615413951918573,65.0889876567385,134911.0123432615,8.499252762201786,11.60000000000003,23833.382876356278,-0.04514962817845049,6.69112919237341,False,4013.14266626563,-3.1079756766661313,-153.70949362756048,6.283333333332564,153.70949362756048,1.8,10.321094925401203,0.0,0.0,point_mass,0.0,-153.70949362756048,-8.386145321468874,321.3703231109121,2200.0
4,1,True,none,25.06627279865086,60.17104148114892,139828.95851885108,8.301893161124788,11.400000000000027,24140.975150327795,0.005927078303836996,2.080925592483709,False,4012.353235150415,-2.1927896240525664,-149.65600112798137,6.174999999999244,149.65600112798137,1.8,9.757443161901737,0.0,0.0,point_mass,0.0,-149.65600112798137,-8.241101470780068,345.1220088501986,2200.0
4,2,True,none,15.256348566378806,61.88717953774406,138112.82046225594,5.112274491870611,8.949999999999992,19665.21240422585,-0.6548048060739035,-14.688971222505643,False,2985.3110287774944,-0.6548048060739035,-4.069585564795538,4.847916666666073,4.069585564795538,1.8,0.4450779935962123,0.0,0.0,point_mass,0.0,-4.069585564795538,-8.6538401917422,513.6953931947289,2200.0
4,3,True,none,28.385502653379373,40.66277510673881,159337.22489326118,10.092631330897351,10.750000000000018,27110.600234308487,0.15619469505833322,-13.864698101700014,False,4003.275758822607,6.17207632382432,-136.9016786637756,5.822916666665954,136.9016786637756,1.8,9.217982270682294,0.0,0.0,point_mass,0.0,-136.9016786637756,-7.371192139086786,353.6236482864505,2200.0
4,4,True,none,26.41142556115967,46.636525425789294,153363.4745742107,9.177122513350566,11.150000000000023,25530.78093968201,0.3755237299835297,-4.306351768901095,False,4012.562459406058,0.7992530977447072,-162.43770007807208,6.039583333332594,162.43770007807208,1.8,9.795675604764218,0.0,0.0,point_mass,0.0,-162.43770007807208,-9.077832492036206,340.2896700143489,2200.0
4,5,True,none,10.581028476597297,51.07892587578518,148921.07412421482,5.40281523634015,8.79999999999999,20188.436706978417,0.06055669177793591,-2.940328800370935,False,2997.059671199629,0.06055669177793591,-10.16410168462285,4.766666666666083,10.16410168462285,1.8,0.5025400888855891,0.0,0.0,point_mass,0.0,-10.16410168462285,-8.080668092990528,525.2923149220602,2200.0
5,0,True,none,25.06627279865086,60.17104148114892,139828.95851885108,8.301893161124788,11.400000000000027,24140.975150327795,0.005927078303836996,2.080925592483709,False,4012.353235150415,-2.1927896240525664,-149.65600112798137,6.174999999999244,149.65600112798137,1.8,9.757443161901737,0.0,0.0,point_mass,0.0,-149.65600112798137,-8.241101470780068,345.1220088501986,2400.0
5,1,True,none,15.256348566378806,61.88717953774406,138112.82046225594,5.112274491870611,8.949999999999992,19665.21240422585,-0.6548048060739035,-14.688971222505643,False,2985.3110287774944,-0.6548048060739035,-4.069585564795538,4.847916666666073,4.069585564795538,1.8,0.4450779935962123,0.0,0.0,point_mass,0.0,-4.069585564795538,-8.6538401917422,513.6953931947289,2400.0
5,2,True,none,28.385502653379373,40.66277510673881,159337.22489326118,10.092631330897351,10.750000000000018,27110.600234308487,0.15619469505833322,-13.864698101700014,False,4003.275758822607,6.17207632382432,-136.9016786637756,5.822916666665954,136.9016786637756,1.8,9.217982270682294,0.0,0.0,point_mass,0.0,-136.9016786637756,-7.371192139086786,353.6236482864505,2400.0
5,3,True,none,26.41142556115967,46.636525425789294,153363.4745742107,9.177122513350566,11.150000000000023,25530.78093968201,0.3755237299835297,-4.306351768901095,False,4012.562459406058,0.7992530977447072,-162.43770007807208,6.039583333332594,162.43770007807208,1.8,9.795675604764218,0.0,0.0,point_mass,0.0,-162.43770007807208,-9.077832492036206,340.2896700143489,2400.0
5,4,True,none,10.581028476597297,51.07892587578518,148921.07412421482,5.40281523634015,8.79999999999999,20188.436706978417,0.06055669177793591,-2.940328800370935,False,2997.059671199629,0.06055669177793591,-10.16410168462285,4.766666666666083,10.16410168462285,1.8,0.5025400888855891,0.0,0.0,point_mass,0.0,-10.16410168462285,-8.080668092990528,525.2923149220602,2400.0
5,5,True,none,18.842800948907083,32.54473663976454,167455.26336023546,5.682040450585076,8.549999999999986,20156.93109569196,0.03216641079701514,5.576420553502885,False,3005.576420553503,0.03216641079701514,-17.99871236318367,4.631249999999433,17.99871236318367,1.8,0.4533885924280369,0.0,0.0,point_mass,0.0,-17.99871236318367,-8.477277197302906,556.2852086640705,2400.0
6,0,True,none,15.256348566378806,61.88717953774406,138112.82046225594,5.112274491870611,8.949999999999992,19665.21240422585,-0.6548048060739035,-14.688971222505643,False,2985.3110287774944,-0.6548048060739035,-4.069585564795538,4.847916666666073,4.069585564795538,2.2,0.4450779935962123,0.0,0.0,point_mass,0.0,-4.069585564795538,-8.6538401917422,513.6953931947289,2000.0
6,1,True,none,28.385502653379373,40.66277510673881,159337.22489326118,10.092631330897351,10.750000000000018,27110.600234308487,0.15619469505833322,-13.864698101700014,False,4003.275758822607,6.17207632382432,-136.9016786637756,5.822916666665954,136.9016786637756,2.2,9.217982270682294,0.0,0.0,point_mass,0.0,-136.9016786637756,-7.371192139086786,353.6236482864505,2000.0
6,2,True,none,26.41142556115967,46.636525425789294,153363.4745742107,9.177122513350566,11.150000000000023,25530.78093968201,0.3755237299835297,-4.306351768901095,False,4012.562459406058,0.7992530977447072,-162.43770007807208,6.039583333332594,162.43770007807208,2.2,9.795675604764218,0.0,0.0,point_mass,0.0,-162.43770007807208,-9.077832492036206,340.2896700143489,2000.0
6,3,True,none,10.581028476597297,51.07892587578518,148921.07412421482,5.40281523634015,8.79999999999999,20188.436706978417,0.06055669177793591,-2.940328800370935,False,2997.059671199629,0.06055669177793591,-10.16410168462285,4.766666666666083,10.16410168462285,2.2,0.5025400888855891,0.0,0.0,point_mass,0.0,-10.16410168462285,-8.080668092990528,525.2923149220602,2000.0
6,4,True,none,18.842800948907083,32.54473663976454,167455.26336023546,5.682040450585076,8.549999999999986,20156.93109569196,0.03216641079701514,5.576420553502885,False,3005.576420553503,0.03216641079701514,-17.99871236318367,4.631249999999433,17.99871236318367,2.2,0.4533885924280369,0.0,0.0,point_mass,0.0,-17.99871236318367,-8.477277197302906,556.2852086640705,2000.0
6,5,True,none,15.69454281910297,55.47538668885347,144524.61331114653,5.277694153273694,8.899999999999991,19554.792016035197,-0.03385083773684852,-8.674056016119266,False,2991.3259439838807,-0.03385083773684852,-13.079689623636575,4.820833333332743,13.079689623636575,2.2,0.43893187331690925,0.0,0.0,point_mass,0.0,-13.079689623636575,-8.599057256478583,515.1905200351459,2000.0
7,0,True,none,28.385502653379373,40.66277510673881,159337.22489326118,10.092631330897351,10.750000000000018,27110.600234308487,0.15619469505833322,-13.864698101700014,False,4003.275758822607,6.17207632382432,-136.9016786637756,5.822916666665954,136.9016786637756,2.2,9.217982270682294,0.0,0.0,point_mass,0.0,-136.9016786637756,-7.371192139086786,353.6236482864505,2200.0
7,1,True,none,26.41142556115967,46.636525425789294,153363.4745742107,9.177122513350566,11.150000000000023,25530.78093968201,0.3755237299835297,-4.306351768901095,False,4012.562459406058,0.7992530977447072,-162.43770007807208,6.039583333332594,162.43770007807208,2.2,9.795675604764218,0.0,0.0,point_mass,0.0,-162.43770007807208,-9.077832492036206,340.2896700143489,2200.0
7,2,True,none,10.581028476597297,51.07892587578518,148921.07412421482,5.40281523634015,8.79999999999999,20188.436706978417,0.06055669177793591,-2.940328800370935,False,2997.059671199629,0.06055669177793591,-10.16410168462285,4.766666666666083,10.16410168462285,2.2,0.5025400888855891,0.0,0.0,point_mass,0.0,-10.16410168462285,-8.080668092990528,525.2923149220602,2200.0
7,3,True,none,18.842800948907083,32.54473663976454,167455.26336023546,5.682040450585076,8.549999999999986,20156.93109569196,0.03216641079701514,5.576420553502885,False,3005.576420553503,0.03216641079701514,-17.99871236318367,4.631249999999433,17.99871236318367,2.2,0.4533885924280369,0.0,0.0,point_mass,0.0,-17.99871236318367,-8.477277197302906,556.2852086640705,2200.0
7,4,True,none,15.69454281910297,55.47538668885347,144524.61331114653,5.277694153273694,8.899999999999991,19554.792016035197,-0.03385083773684852,-8.674056016119266,False,2991.3259439838807,-0.03385083773684852,-13.079689623636575,4.820833333332743,13.079689623636575,2.2,0.43893187331690925,0.0,0.0,point_mass,0.0,-13.079689623636575,-8.599057256478583,515.1905200351459,2200.0
7,5,True,none,13.507628985556178,62.41853520140212,137581.46479859788,5.260723348998562,8.949999999999992,20106.375695698025,0.12598832661723225,-9.198413782047737,False,2990.8015862179523,0.12598832661723225,-9.890872137846483,4.847916666666073,9.890872137846483,2.2,0.4672588562730239,0.0,0.0,point_mass,0.0,-9.890872137846483,-8.330314721119777,507.56238074880275,2200.0
8,0,True,none,26.41142556115967,46.636525425789294,153363.4745742107,9.177122513350566,11.150000000000023,25530.78093968201,0.3755237299835297,-4.306351768901095,False,4012.562459406058,0.7992530977447072,-162.43770007807208,6.039583333332594,162.43770007807208,2.2,9.795675604764218,0.0,0.0,point_mass,0.0,-162.43770007807208,-9.077832492036206,340.2896700143489,2400.0
8,1,True,none,10.581028476597297,51.07892587578518,148921.07412421482,5.40281523634015,8.79999999999999,20188.436706978417,0.06055669177793591,-2.940328800370935,False,2997.059671199629,0.06055669177793591,-10.16410168462285,4.766666666666083,10.16410168462285,2.2,0.5025400888855891,0.0,0.0,point_mass,0.0,-10.16410168462285,-8.080668092990528,525.2923149220602,2400.0
8,2,True,none,18.842800948907083,32.54473663976454,167455.26336023546,5.682040450585076,8.549999999999986,20156.93109569196,0.03216641079701514,5.576420553502885,False,3005.576420553503,0.03216641079701514,-17.99871236318367,4.631249999999433,17.99871236318367,2.2,0.4533885924280369,0.0,0.0,point_mass,0.0,-17.99871236318367,-8.477277197302906,556.2852086640705,2400.0
8,3,True,none,15.69454281910297,55.47538668885347,144524.61331114653,5.277694153273694,8.899999999999991,19554.792016035197,-0.03385083773684852,-8.674056016119266,False,2991.3259439838807,-0.03385083773684852,-13.079689623636575,4.820833333332743,13.079689623636575,2.2,0.43893187331690925,0.0,0.0,point_mass,0.0,-13.079689623636575,-8.599057256478583,515.1905200351459,2400.0
8,4,True,none,13.507628985556178,62.41853520140212,137581.46479859788,5.260723348998562,8.949999999999992,20106.375695698025,0.12598832661723225,-9.198413782047737,False,2990.8015862179523,0.12598832661723225,-9.890872137846483,4.847916666666073,9.890872137846483,2.2,0.4672588562730239,0.0,0.0,point_mass,0.0,-9.890872137846483,-8.330314721119777,507.56238074880275,2400.0
8,5,True,none,16.467115493855097,42.65048084612485,157349.51915387515,5.769276864238489,8.549999999999986,19960.752962143113,-0.002930766116910121,-12.909187813749213,False,2987.090812186251,-0.002930766116910121,10.22344140140302,4.631249999999433,0.0,2.2,0.3863636756217336,0.0,0.0,point_mass,0.0,10.22344140140302,-8.422318562831679,542.6568448990791,2400.0
9,0,True,none,10.581028476597297,51.07892587578518,148921.07412421482,5.40281523634015,8.79999999999999,20188.436706978417,0.06055669177793591,-2.940328800370935,False,2997.059671199629,0.06055669177793591,-10.16410168462285,4.766666666666083,10.16410168462285,2.6,0.5025400888855891,0.0,0.0,point_mass,0.0,-10.16410168462285,-8.080668092990528,525.2923149220602,2000.0
9,1,True,none,18.842800948907083,32.54473663976454,167455.26336023546,5.682040450585076,8.549999999999986,20156.93109569196,0.03216641079701514,5.576420553502885,False,3005.576420553503,0.03216641079701514,-17.99871236318367,4.631249999999433,17.99871236318367,2.6,0.4533885924280369,0.0,0.0,point_mass,0.0,-17.99871236318367,-8.477277197302906,556.2852086640705,2000.0
9,2,True,none,15.69454281910297,55.47538668885347,144524.61331114653,5.277694153273694,8.899999999999991,19554.792016035197,-0.03385083773684852,-8.674056016119266,False,2991.3259439838807,-0.03385083773684852,-13.079689623636575,4.820833333332743,13.079689623636575,2.6,0.43893187331690925,0.0,0.0,point_mass,0.0,-13.079689623636575,-8.599057256478583,515.1905200351459,2000.0
9,3,True,none,13.507628985556178,62.41853520140212,137581.46479859788,5.260723348998562,8.949999999999992,20106.375695698025,0.12598832661723225,-9.198413782047737,False,2990.8015862179523,0.12598832661723225,-9.890872137846483,4.847916666666073,9.890872137846483,2.6,0.4672588562730239,0.0,0.0,point_mass,0.0,-9.890872137846483,-8.330314721119777,507.56238074880275,2000.0
9,4,True,none,16.467115493855097,42.65048084612485,157349.51915387515,5.769276864238489,8.549999999999986,19960.752962143113,-0.002930766116910121,-12.909187813749213,False,2987.090812186251,-0.002930766116910121,10.22344140140302,4.631249999999433,0.0,2.6,0.3863636756217336,0.0,0.0,point_mass,0.0,10.22344140140302,-8.422318562831679,542.6568448990791,2000.0
9,5,True,none,10.96522582049435,62.582586961742464,137417.41303825754,5.052529371362774,8.999999999999993,19360.93066168854,-0.00892286775120737,3.001850417523201,False,3003.001850417523,-0.00892286775120737,-10.546325983378424,4.874999999999403,10.546325983378424,2.6,0.543273484774749,0.0,0.0,point_mass,0.0,-10.546325983378424,-8.263047717586982,515.0721010158533,2000.0
10,0,True,none,18.842800948907083,32.54473663976454,167455.26336023546,5.682040450585076,8.549999999999986,20156.93109569196,0.03216641079701514,5.576420553502885,False,3005.576420553503,0.03216641079701514,-17.99871236318367,4.631249999999433,17.99871236318367,2.6,0.4533885924280369,0.0,0.0,point_mass,0.0,-17.99871236318367,-8.477277197302906,556.2852086640705,2200.0
10,1,True,none,15.69454281910297,55.47538668885347,144524.61331114653,5.277694153273694,8.899999999999991,19554.792016035197,-0.03385083773684852,-8.674056016119266,False,2991.3259439838807,-0.03385083773684852,-13.079689623636575,4.820833333332743,13.079689623636575,2.6,0.43893187331690925,0.0,0.0,point_mass,0.0,-13.079689623636575,-8.599057256478583,515.1905200351459,2200.0
10,2,True,none,13.507628985556178,62.41853520140212,137581.46479859788,5.260723348998562,8.949999999999992,20106.375695698025,0.12598832661723225,-9.198413782047737,False,2990.8015862179523,0.12598832661723225,-9.890872137846483,4.847916666666073,9.890872137846483,2.6,0.4672588562730239,0.0,0.0,point_mass,0.0,-9.890872137846483,-8.330314721119777,507.56238074880275,2200.0
10,3,True,none,16.467115493855097,42.65048084612485,157349.51915387515,5.769276864238489,8.549999999999986,19960.752962143113,-0.002930766116910121,-12.909187813749213,False,2987.090812186251,-0.002930766116910121,10.22344140140302,4.631249999999433,0.0,2.6,0.3863636756217336,0.0,0.0,point_mass,0.0,10.22344140140302,-8.422318562831679,542.6568448990791,2200.0
10,4,True,none,10.96522582049435,62.582586961742464,137417.41303825754,5.052529371362774,8.999999999999993,19360.93066168854,-0.00892286775120737,3.001850417523201,False,3003.001850417523,-0.00892286775120737,-10.546325983378424,4.874999999999403,10.546325983378424,2.6,0.543273484774749,0.0,0.0,point_mass,0.0,-10.546325983378424,-8.263047717586982,515.0721010158533,2200.0
10,5,True,none,17.34980696243352,41.035568098992954,158964.43190100705,5.745379988061019,8.549999999999986,20709.568877079066,0.998006912529624,-17.319425269896783,False,2982.680574730103,0.998006912529624,0.23935780060496548,4.631249999999433,0.0,2.6,0.4277028057786451,0.0,0.0,point_mass,0.0,0.23935780060496548,-8.092833747168314,542.8190377323687,2200.0
11,0,True,none,15.69454281910297,55.47538668885347,144524.61331114653,5.277694153273694,8.899999999999991,19554.792016035197,-0.03385083773684852,-8.674056016119266,False,2991.3259439838807,-0.03385083773684852,-13.079689623636575,4.820833333332743,13.079689623636575,2.6,0.43893187331690925,0.0,0.0,point_mass,0.0,-13.079689623636575,-8.599057256478583,515.1905200351459,2400.0
11,1,True,none,13.507628985556178,62.41853520140212,137581.46479859788,5.260723348998562,8.949999999999992,20106.375695698025,0.12598832661723225,-9.198413782047737,False,2990.8015862179523,0.12598832661723225,-9.890872137846483,4.847916666666073,9.890872137846483,2.6,0.4672588562730239,0.0,0.0,point_mass,0.0,-9.890872137846483,-8.330314721119777,507.56238074880275,2400.0
11,2,True,none,16.467115493855097,42.65048084612485,157349.51915387515,5.769276864238489,8.549999999999986,19960.752962143113,-0.002930766116910121,-12.909187813749213,False,2987.090812186251,-0.002930766116910121,10.22344140140302,4.631249999999433,0.0,2.6,0.3863636756217336,0.0,0.0,point_mass,0.0,10.22344140140302,-8.422318562831679,542.6568448990791,2400.0
11,3,True,none,10.96522582049435,62.582586961742464,137417.41303825754,5.052529371362774,8.999999999999993,19360.93066168854,-0.00892286775120737,3.001850417523201,False,3003.001850417523,-0.00892286775120737,-10.546325983378424,4.874999999999403,10.546325983378424,2.6,0.543273484774749,0.0,0.0,point_mass,0.0,-10.546325983378424,-8.263047717586982,515.0721010158533,2400.0
11,4,True,none,17.34980696243352,41.035568098992954,158964.43190100705,5.745379988061019,8.549999999999986,20709.568877079066,0.998006912529624,-17.319425269896783,False,2982.680574730103,0.998006912529624,0.23935780060496548,4.631249999999433,0.0,2.6,0.4277028057786451,0.0,0.0,point_mass,0.0,0.23935780060496548,-8.092833747168314,542.8190377323687,2400.0
11,5,True,none,24.01586817900425,47.41412066725016,152585.87933274984,8.760173747591363,11.050000000000022,24857.92033028334,0.5961101775011005,1.3254688871115832,False,4008.4674168812626,-3.5043520228428355,-169.7499489395574,5.985416666665934,169.7499489395574,2.6,9.457595367349235,0.0,0.0,point_mass,0.0,-169.7499489395574,-9.625841434711559,363.3460546017569,2400.0
12,0,True,none,13.507628985556178,62.41853520140212,137581.46479859788,5.260723348998562,8.949999999999992,20106.375695698025,0.12598832661723225,-9.198413782047737,False,2990.8015862179523,0.12598832661723225,-9.890872137846483,4.847916666666073,9.890872137846483,3.0,0.4672588562730239,0.0,0.0,point_mass,0.0,-9.890872137846483,-8.330314721119777,507.56238074880275,2000.0
12,1,True,none,16.467115493855097,42.65048084612485,157349.51915387515,5.769276864238489,8.549999999999986,19960.752962143113,-0.002930766116910121,-12.909187813749213,False,2987.090812186251,-0.002930766116910121,10.22344140140302,4.631249999999433,0.0,3.0,0.3863636756217336,0.0,0.0,point_mass,0.0,10.22344140140302,-8.422318562831679,542.6568448990791,2000.0
12,2,True,none,10.96522582049435,62.582586961742464,137417.41303825754,5.052529371362774,8.999999999999993,19360.93066168854,-0.00892286775120737,3.001850417523201,False,3003.001850417523,-0.00892286775120737,-10.546325983378424,4.874999999999403,10.546325983378424,3.0,0.543273484774749,0.0,0.0,point_mass,0.0,-10.546325983378424,-8.263047717586982,515.0721010158533,2000.0
12,3,True,none,17.34980696243352,41.035568098992954,158964.43190100705,5.745379988061019,8.549999999999986,20709.568877079066,0.998006912529624,-17.319425269896783,False,2982.680574730103,0.998006912529624,0.23935780060496548,4.631249999999433,0.0,3.0,0.4277028057786451,0.0,0.0,point_mass,0.0,0.23935780060496548,-8.092833747168314,542.8190377323687,2000.0
