success,failure_reason,miss_distance_m,robustness_margin,max_qbar_pa,max_load_g,time_of_flight_s,impulse_n_s,burn_time_s,candidate,crossrange_error_m,downrange_error_m,failed,final_x_m,final_y_m,final_z_m,fuel_used_kg,generation,ground_violation_m,guidance_gain,integrated_control_effort,load_violation_g,miss_violation_m,mission_model,optimizer_score,qbar_violation_pa,terminal_altitude_m,terminal_flight_path_angle_deg,terminal_speed_mps,thrust_n
True,none,8.59929391600574,50.6362231607271,149363.7768392729,5.1923039987904955,8.899999999999991,19665.269099800957,10.318266057473492,44,0.0,0.4677580803354431,False,3000.4677580803354,0.0,-8.586562655226725,5.606562156642198,4,8.586562655226725,1.6878003230680378,0.43070651340254384,0.0,0.0,point_mass,20.66912954169763,0.0,-8.586562655226725,-8.907040336485284,522.6807759756401,2209.5807977304403
True,none,1.4637060817260212,50.90112223349002,149098.87776650998,5.190042182203384,8.899999999999991,19665.269099800957,10.597044532238058,45,0.0,-0.4884537152347548,False,2999.5115462847652,0.0,-1.3798001528319626,5.4590692550186475,4,1.3798001528319626,1.446640101422136,0.40507074265512355,0.0,0.0,point_mass,13.493806846503473,0.0,-1.3798001528319626,-9.265854258363778,522.409262580603,2209.5807977304403
True,none,3.9468645322760856,50.87449108981562,149125.50891018438,5.190682487703757,8.899999999999991,19665.269099800957,10.597044532238058,46,0.0,-0.7767530292712763,False,2999.2232469707287,0.0,-3.8696762613501425,5.4590692550186475,4,3.8696762613501425,1.5303502938674192,0.41149737157972877,0.0,0.0,point_mass,15.980959968604697,0.0,-3.8696762613501425,-9.144257911988856,522.3581924723374,2209.5807977304403
True,none,2.7999402953695145,50.40960851512433,149590.39148487567,5.190529215033061,8.899999999999991,19665.269099800957,10.144715823686933,47,0.0,2.5844258822821757,False,3002.584425882282,0.0,-1.0772225938142599,5.702476146737553,4,1.0772225938142599,1.4217772971323375,0.4034769173997577,0.0,0.0,point_mass,14.90376811790182,0.0,-1.0772225938142599,-9.301011694437856,523.2850242551272,2209.5807977304403
True,none,5.728754855424944,51.66279843864986,148337.20156135014,5.1871306100648775,8.899999999999991,19657.03491694271,11.293636715635003,48,0.0,-5.466356142617315,False,2994.5336438573827,0.0,-1.7139377805582159,5.122353539131225,4,1.7139377805582159,1.4813168273522286,0.40756267988597866,0.0,0.0,point_mass,17.636370006570175,0.0,-1.7139377805582159,-9.221014486937603,521.0536225005939,2208.6556086452492
True,none,13.083155018538516,39.49278842558156,160507.21157441844,5.641360649693503,8.599999999999987,20592.53256318376,10.193366683419136,49,0.0,-12.026699734901285,False,2987.9733002650987,0.0,-5.150479465606566,5.483958513033002,4,5.150479465606566,1.8092739250772787,0.4090641643426951,0.0,0.0,point_mass,27.75176931788504,0.0,-5.150479465606566,-8.62437358097913,541.9761784945437,2394.4805306027615
True,none,0.4675696340545005,46.87018468222709,153129.8153177729,5.348000475396451,8.79999999999999,20018.179575305672,10.597044532238058,50,0.0,-0.19359447708529842,False,2999.8064055229147,0.0,0.42560843639656554,5.397731398220685,5,0.0,1.446640101422136,0.3986783135898924,0.0,0.0,point_mass,13.45522150702611,0.0,0.42560843639656554,-9.218550342475707,529.5083964603873,2274.7931335574585
True,none,1.4637060817260212,50.90112223349002,149098.87776650998,5.190042182203384,8.899999999999991,19665.269099800957,10.597044532238058,51,0.0,-0.4884537152347548,False,2999.5115462847652,0.0,-1.3798001528319626,5.4590692550186475,5,1.3798001528319626,1.446640101422136,0.40507074265512355,0.0,0.0,point_mass,13.493806846503473,0.0,-1.3798001528319626,-9.265854258363778,522.409262580603,2209.5807977304403
True,none,20.68454867073685,50.984868970983165,149015.13102901683,5.191324855519799,8.84999999999999,19554.790059914434,9.771331561514263,52,0.0,-20.592189631458496,False,2979.4078103685415,0.0,1.9525060548266726,5.887119850335246,5,0.0,1.446640101422136,0.40452582426517636,0.0,0.0,point_mass,32.59160838500381,0.0,1.9525060548266726,-9.225057458337394,522.3853713265355,2209.5807977304403
True,none,6.014323752765788,39.994674478333735,160005.32552166627,5.605077047034764,8.649999999999988,20595.092003277834,10.385495849288025,53,0.0,4.5608816959352225,False,3004.560881695935,0.0,3.920516338285787,5.413800247568666,5,0.0,1.4,0.391831581151824,0.0,0.0,point_mass,20.610214584293562,0.0,3.920516338285787,-9.225303417186483,541.3847541958437,2380.935491708422
