success,failure_reason,miss_distance_m,robustness_margin,max_qbar_pa,max_load_g,time_of_flight_s,impulse_n_s,burn_time_s,candidate,crossrange_error_m,dominance_rank,downrange_error_m,failed,feasible,final_x_m,final_y_m,final_z_m,fuel_used_kg,generation,ground_violation_m,guidance_gain,integrated_control_effort,load_violation_g,miss_p95_m_percentile_score,miss_violation_m,mission_model,optimizer_score,pareto,percentile_score,qbar_violation_pa,robustness_margin_percentile_score,robustness_score,success_rate_percentile_score,terminal_altitude_m,terminal_flight_path_angle_deg,terminal_speed_mps,thrust_n
True,none,17.452264867415,70.44320631440372,129556.79368559628,4.440325003516191,9.399999999999999,17860.0,10.326465812382772,27.0,0.0,0,-15.097330563760806,False,True,2984.902669436239,0.0,-8.75512186385442,5.91683554762173,2.0,8.75512186385442,1.4217772971323375,0.4491666266747133,0.0,0.5,0.0,point_mass,24.74578392025444,True,0.6666666666666666,0.0,1.0,70.09416101705543,0.5,-8.75512186385442,-9.574405741650292,486.7122625156144,1900.0
