run,success,failure_reason,miss_distance_m,robustness_margin,max_qbar_pa,max_load_g,time_of_flight_s,impulse_n_s,crossrange_error_m,downrange_error_m,failed,final_x_m,final_y_m,final_z_m,fuel_used_kg,ground_violation_m,integrated_control_effort,load_violation_g,miss_violation_m,mission_model,qbar_violation_pa,terminal_altitude_m,terminal_flight_path_angle_deg,terminal_speed_mps
852,True,none,27.79067009447678,61.83955784417779,138160.4421558222,8.207767898585859,11.700000000000031,23785.70460746234,-0.15831871413945978,4.172181123955397,False,4006.267336645353,-3.3302834943502044,-167.46819025606837,6.337499999999224,167.46819025606837,10.263218536084672,0.0,0.0,point_mass,0.0,-167.46819025606837,-9.508312235479801,323.39810579165396
853,True,none,23.624389917481313,59.564248156458895,140435.7518435411,8.281709819460742,11.55000000000003,24822.975953126544,-0.03761217568771019,-12.640272568127784,False,4007.4266019427896,-1.778191585625426,-159.35739675889874,6.256249999999234,159.35739675889874,10.246056087889253,0.0,0.0,point_mass,0.0,-159.35739675889874,-9.226615027209828,329.5816695684641
854,True,none,13.056256542522025,46.383039953544184,153616.96004645582,5.800731556344046,8.599999999999987,21373.50267592053,0.42066010713160457,-13.037336970591241,False,2986.9626630294088,0.42066010713160457,0.5627829898566827,4.658333333332763,0.0,0.40955747990800956,0.0,0.0,point_mass,0.0,0.5627829898566827,-8.055362383564471,533.050276857565
855,True,none,19.649722283286284,41.799686144560894,158200.3138554391,5.412027144142138,8.74999999999999,20127.655880532457,1.3229574424833892,-10.38632709384683,False,2989.613672906153,1.3229574424833892,-16.627855511619007,4.739583333332753,16.627855511619007,0.523491283730147,0.0,0.0,point_mass,0.0,-16.627855511619007,-8.312207734381394,531.2168293846203
856,True,none,20.343203161735918,59.24004286068593,140759.95713931406,5.198024756610325,8.999999999999993,20583.248475123215,0.23066631464975534,4.896808849372064,False,3004.896808849372,0.23066631464975534,-19.743707124642516,4.874999999999403,19.743707124642516,0.5667100236891169,0.0,0.0,point_mass,0.0,-19.743707124642516,-8.181052779155294,507.76973085867485
857,False,ground_intercept,246.01530242615272,-16.015302426152715,138192.09312644703,5.007837389770322,8.549999999999986,19137.475335313324,0.022053018259303794,-246.0078118838942,True,2753.992188116106,0.022053018259303794,-1.919644132201376,4.631249999999433,1.919644132201376,0.5057370641233112,0.0,16.015302426152715,point_mass,0.0,-1.919644132201376,-8.283864191521484,497.6128088590055
858,True,none,14.976641308511269,51.36719309471032,148632.80690528968,5.264879475698359,8.899999999999991,19473.91436425832,-0.08403240388118653,3.241826251476141,False,3003.241826251476,-0.08403240388118653,-14.621329829880189,4.820833333332743,14.621329829880189,0.49259275560890786,0.0,0.0,point_mass,0.0,-14.621329829880189,-8.145301740142083,519.7709678226279
859,True,none,15.991861688414462,55.73841934114994,144261.58065885006,5.082925893407966,8.949999999999992,19897.165298877855,1.0491079018027558,-6.055044878451099,False,2993.944955121549,1.0491079018027558,-14.763991478990238,4.847916666666073,14.763991478990238,0.4693107098702654,0.0,0.0,point_mass,0.0,-14.763991478990238,-9.310062471225237,519.5886939362614
860,True,none,19.86160676510157,53.1512848650756,146848.7151349244,5.232392749914275,8.949999999999992,19050.46182381593,0.29038256596968653,-3.7585186791302476,False,2996.2414813208698,0.29038256596968653,-19.500580468169105,4.847916666666073,19.500580468169105,0.6968805370902764,0.0,0.0,point_mass,0.0,-19.500580468169105,-7.491435802683686,517.8703216851384
861,True,none,13.831555274781142,38.41264459537141,161587.3554046286,5.713626352371167,8.549999999999986,20368.538833941853,-0.5252705768619954,-10.89869999356597,False,2989.101300006434,-0.5252705768619954,-8.50025591324486,4.631249999999433,8.50025591324486,0.47665346913931733,0.0,0.0,point_mass,0.0,-8.50025591324486,-8.370408217988043,547.3417537303966
862,True,none,11.253412711332238,52.14187470459891,147858.12529540109,5.150558154328609,8.899999999999991,20669.925374444927,-0.044817465615469655,-7.308160783066796,False,2992.691839216933,-0.044817465615469655,8.557340417162001,4.820833333332743,0.0,0.4222558431789067,0.0,0.0,point_mass,0.0,8.557340417162001,-8.450428267909171,522.2253818506802
863,True,none,16.209710513078306,55.52098130432083,144479.01869567917,4.922951248165409,8.999999999999993,19045.91632329868,-0.17275835438634987,3.626260416885998,False,3003.626260416886,-0.17275835438634987,-15.79794622277582,4.874999999999403,15.79794622277582,0.45138952167592056,0.0,0.0,point_mass,0.0,-15.79794622277582,-9.398043370514138,524.9406105900317
864,True,none,31.899681993884606,57.1085827057166,142891.4172942834,8.65270618725208,11.300000000000026,25579.785544514816,0.4320349366459573,-4.043156100774922,False,4001.6509580955176,-5.759585147425574,-169.63506476410697,6.120833333332584,169.63506476410697,9.825731184551655,0.0,0.0,point_mass,0.0,-169.63506476410697,-9.197452858383178,341.03006920859485
865,False,ground_intercept,250.28026515463335,-20.280265154633355,131745.94301414498,4.868630692050253,8.649999999999988,18075.1451232608,-0.2407670016929616,-250.28009333825503,True,2749.719906661745,-0.2407670016929616,-0.16743870171976072,4.685416666666093,0.16743870171976072,0.4951506127234496,0.0,20.280265154633355,point_mass,0.0,-0.16743870171976072,-8.565169196145513,487.7851388623614
866,True,none,35.65550675360751,64.97006881348194,135029.93118651805,8.34470383898832,11.65000000000003,24413.33923879856,0.607505749540044,-13.837027964390472,False,4004.401182329861,-0.7959103806845896,-197.92297580311998,6.310416666665894,197.92297580311998,10.478737266759264,0.0,0.0,point_mass,0.0,-197.92297580311998,-10.991503254111818,320.82918982965333
867,True,none,28.245473334485037,61.73930612792962,138260.69387207038,8.223131591557323,11.500000000000028,22891.80851543818,1.022675076859816,4.058501493222593,False,4016.3228926413994,9.720634572774262,-160.88213663209703,6.229166666665904,160.88213663209703,10.144649924692699,0.0,0.0,point_mass,0.0,-160.88213663209703,-8.801261223939772,336.60990510875627
868,True,none,14.850094773986301,49.114368038219865,150885.63196178013,5.31264710000002,8.84999999999999,20997.395486262165,-0.7399473221749582,-3.745013097744959,False,2996.254986902255,-0.7399473221749582,-14.351051168973653,4.793749999999413,14.351051168973653,0.5663027963349614,0.0,0.0,point_mass,0.0,-14.351051168973653,-7.863401138204036,522.333973570301
869,False,ground_intercept,260.3985915270779,-30.398591527077883,134892.91122684293,4.921649487837756,8.599999999999987,18767.916593019083,0.3470258185166345,-260.3760965524316,True,2739.6239034475684,0.3470258185166345,-3.40505308123744,4.658333333332763,3.40505308123744,0.5039105793781296,0.0,30.398591527077883,point_mass,0.0,-3.40505308123744,-8.50846970396071,489.1242158342979
870,True,none,21.934178385285442,45.17534337219113,154824.65662780887,5.49691624911699,8.699999999999989,20390.541357278686,-0.6116944690756717,-18.33204913442023,False,2981.6679508655798,-0.6116944690756717,-12.02788368114806,4.712499999999423,12.02788368114806,0.43101488267941046,0.0,0.0,point_mass,0.0,-12.02788368114806,-9.011365195956587,531.8977175703862
871,True,none,26.93979236436958,48.17563974523143,151824.36025476857,8.294850236120054,11.250000000000025,25202.022544131683,-1.857468819577784,-0.7815296245335048,False,4001.3985931166894,1.6850696460397994,-160.69231361074708,6.093749999999254,160.69231361074708,9.743106469059407,0.0,0.0,point_mass,0.0,-160.69231361074708,-8.991441787893113,352.957483313613
872,True,none,24.270176439412012,57.58911794363265,142410.88205636735,8.114334454893909,11.500000000000028,23948.74920877066,0.5826523455508782,-11.451563001533941,False,4014.232795034608,-4.471960608223106,-164.78478151893327,6.229166666665904,164.78478151893327,9.809604717680969,0.0,0.0,point_mass,0.0,-164.78478151893327,-9.317181356018773,343.66937142411615
873,True,none,34.99896377345943,50.558658394206546,149441.34160579345,9.019094903852691,11.100000000000023,25711.853337195942,-0.496510751132188,7.81262460450489,False,4014.1041899711727,-4.914181127163573,-163.68366392811143,6.012499999999264,163.68366392811143,9.733255078426257,0.0,0.0,point_mass,0.0,-163.68366392811143,-8.638214580065911,347.9599946906327
874,True,none,24.60899692682367,47.790354318308296,152209.6456816917,8.666952510548441,11.050000000000022,25029.490715611933,0.2492096394777567,-13.217665993310675,False,4013.1740250512985,-1.3093873019564835,-147.27169265508067,5.985416666665934,147.27169265508067,9.649326225449377,0.0,0.0,point_mass,0.0,-147.27169265508067,-8.283762208817205,359.05144941903285
875,True,none,32.574809301755806,52.227442314816145,147772.55768518386,8.526391573598866,11.400000000000027,26111.178956987194,0.23716776663838354,-10.035615739075638,False,4013.1403200135983,9.51413186806976,-182.86803647931072,6.174999999999244,182.86803647931072,9.95936878489211,0.0,0.0,point_mass,0.0,-182.86803647931072,-9.9310867799343,339.7543714883366
876,True,none,20.046756627385207,42.032389917796216,157967.61008220378,5.6923517386407925,8.649999999999988,20714.64443079982,1.4196447218941832,-3.9350031540820964,False,2996.064996845918,1.4196447218941832,-19.605428083022687,4.685416666666093,19.605428083022687,0.4279622033234477,0.0,0.0,point_mass,0.0,-19.605428083022687,-8.967980098131932,535.3300515829279
877,True,none,10.159506005340646,53.356033991614154,146643.96600838585,5.1477687271827675,8.999999999999993,18878.919685286437,-0.9208912086551642,-2.480711053295636,False,2997.5192889467044,-0.9208912086551642,-9.808852854663034,4.874999999999403,9.808852854663034,0.5361092852673839,0.0,0.0,point_mass,0.0,-9.808852854663034,-8.17008844746558,508.30488153453194
878,True,none,13.542046898660487,51.19700920470606,148802.99079529394,5.829900909649828,8.74999999999999,20446.087959220156,0.28565693831930244,2.6046224100405198,False,3002.6046224100405,0.28565693831930244,-13.28613474341672,4.739583333332753,13.28613474341672,0.639721184860002,0.0,0.0,point_mass,0.0,-13.28613474341672,-7.723983637155601,528.3324354076451
879,True,none,28.631043065913275,67.85194211954065,132148.05788045935,7.980651569509765,11.850000000000033,23572.461623432286,-0.140758796276353,-8.230963867387345,False,4015.5420953703724,1.7197467429044573,-185.50169176473952,6.418749999999214,185.50169176473952,10.6750423344813,0.0,0.0,point_mass,0.0,-185.50169176473952,-10.548691472928025,316.26888984500465
880,True,none,18.43084634024794,54.37618044737997,145623.81955262003,5.192317639318858,8.899999999999991,19186.351613581093,0.5015348072284208,-10.076910925999528,False,2989.9230890740005,0.5015348072284208,-15.424021066000932,4.820833333332743,15.424021066000932,0.4817898561602884,0.0,0.0,point_mass,0.0,-15.424021066000932,-8.800028923880426,519.5765374774479
881,False,ground_intercept,234.4856582916359,-4.4856582916359,146007.35381457477,5.818643179036436,8.14999999999998,19251.10288029035,0.37423727441081756,-234.48150698096424,True,2765.5184930190358,0.37423727441081756,-1.3441632565611585,4.414583333332793,1.3441632565611585,0.45627083637202026,0.0,4.4856582916359,point_mass,0.0,-1.3441632565611585,-8.142674397682654,524.0401645358157
