center_drag_cd,center_guidance_gain,center_mass_kg,center_sensor_bias_x_m,center_sensor_bias_z_m,center_sensor_noise_m,center_thrust_n,center_wind_x_mps,center_wind_z_mps,cluster,count,dominant_failure_reason
0.20568701447717522,2.7210257280661536,41.61604827857944,-12.628206410270273,-10.141073897883611,10.226103155432089,2169.5242278009,3.340893771866516,-0.6975220636748012,0,35,ground_intercept
0.24120441390345265,2.3558923928644364,41.70669475007558,-12.213546236597704,-12.273677411976927,8.935385716393224,2089.691687570132,-3.7005086834686995,0.023135792188979737,1,30,ground_intercept
0.239615246363434,2.693282911517961,42.11342485826363,-0.7134141782806047,-6.023600916435847,9.72546899380445,2254.4557680333264,-1.0707997663589008,0.6781798971760835,2,46,ground_intercept
0.22676576579788796,2.6498308054211392,43.108103685267004,-1.9559332834710803,-4.043991803570403,9.195931595709952,2079.4960162381904,-2.9401132791756224,-0.9213857470910425,3,48,ground_intercept
