failed,final_x_m,final_z_m,impulse_n_s,max_qbar_pa,miss_distance_m,run,success,time_of_flight_s
False,4004.5008011575537,-492.7519234174977,12167.327081034991,78026.82411993293,231.61411321874925,248,False,13.550000000000058
False,4011.369220280455,-514.3289700619076,11943.181366444007,75534.04689053717,238.3163674494773,249,False,13.75000000000006
False,4006.080271349102,-508.81702084038034,11431.858400733994,74518.2054964982,234.96677667740462,250,False,13.850000000000062
False,4016.0691259137975,-415.38170615191524,12934.583579476852,88128.13188575165,191.837215077243,251,True,12.850000000000048
False,4013.352013443802,-450.433358820615,13131.414420753008,89861.32101486165,209.4253510214297,252,True,13.150000000000052
False,4012.0684048555913,-562.4252489678624,11484.643376863658,69785.35494717561,261.06684430960814,253,False,14.150000000000066
False,4010.5339689349194,-515.7594059934381,11650.636247017334,74748.624470318,238.03803047612305,254,False,13.850000000000062
False,4015.4186416951343,-497.306329071138,11964.187210278425,77218.20134932619,230.3806801801292,255,False,13.650000000000059
False,4006.1642203289916,-420.82012565577764,13244.267881735224,92858.50254743807,200.1408241182972,256,True,12.700000000000045
False,4011.7445112416294,-478.3264033831172,12458.88245526591,80621.04874418782,224.31582383975226,257,True,13.350000000000055
False,4014.914474503388,-398.5507399521498,13172.745200534491,87921.2466434491,183.50296953106906,258,True,12.750000000000046
False,4014.555377974723,-463.84104447768914,12179.196960857475,78266.51711844114,214.40530659930135,259,True,13.400000000000055
False,4011.0180119614774,-487.4214391845444,12048.553752350736,77217.04857983456,228.68898502529512,260,True,13.400000000000055
False,4013.123727597065,-412.8810637900147,12993.75115718591,89521.60841398599,191.65965323814922,261,True,12.900000000000048
False,4005.067982684471,-383.3000022357988,13902.682186532715,88758.36759157009,178.80522211306607,262,True,12.500000000000043
False,4009.1907534967486,-514.2801378649154,12337.037499283804,76672.65863804653,245.23540582032274,263,False,13.450000000000056
False,4011.6496793106066,-490.6302295872896,11988.089217215605,81380.08818202859,228.36527207402963,264,True,13.550000000000058
False,4011.678823439932,-388.39196647427667,13933.70488768205,92936.70801199731,179.6581016631381,265,True,12.600000000000044
False,4014.6588971726915,-491.2396081111604,12312.609414915138,82677.15821260071,230.94163161145133,266,False,13.350000000000055
False,4004.3957700375945,-542.589127311631,11392.284054209656,77954.15615423012,251.48180602249613,267,False,14.100000000000065
False,4008.0172107182607,-480.3886460415735,12200.938632910591,77489.56332368324,222.92925843949408,268,True,13.450000000000056
False,4008.0683410081733,-519.2664367518022,11391.656744052005,71049.2556100377,241.85115736850645,269,False,13.75000000000006
False,4000.460891023725,-515.8081064786696,11689.185525652658,76398.49371634725,244.59813851435007,270,False,13.70000000000006
False,4008.7041757453844,-459.3588167463756,12811.048948737043,82870.37016719898,212.78094681409848,271,True,13.300000000000054
False,4009.3999675602895,-460.1498794444437,12908.410893215094,86403.54523977062,215.50720943235638,272,True,13.100000000000051
False,4001.9590945142577,-518.3445023907141,12340.317342072582,76007.89634863005,248.17127383376655,273,False,13.500000000000057
False,4005.632158099659,-432.2338560293888,13022.841922051315,93177.10402380125,200.12267891636967,274,True,12.950000000000049
False,4001.1699535983726,-498.2617125712779,11939.364390940513,79908.59073451732,234.6907144533956,275,False,13.600000000000058
False,4015.136281356527,-493.8078487942948,11906.93875736897,75832.2933935552,228.4386765996797,276,True,13.650000000000059
False,4013.9627899798606,-481.2756388566746,12903.207950524074,89042.02185189835,229.6705786239358,277,True,13.100000000000051
False,4003.3733801820986,-417.5251016532385,13509.499568865756,86383.64349402237,192.7637292277732,278,True,12.950000000000049
False,4013.2101687617774,-535.2325177434107,11679.606244584618,69756.72031574296,249.0543554533386,279,False,13.950000000000063
False,4014.313187835865,-500.93728490538786,12185.552943616685,77827.71279394753,232.84563716314344,280,False,13.650000000000059
False,4007.0609304298987,-490.19608065583213,11642.115682927937,73266.93991418628,226.29533961895692,281,True,13.650000000000059
False,4014.6219730210073,-486.3190112023804,12543.524811318146,77181.36989187148,227.61272950664437,282,True,13.350000000000055
False,4008.9197766323396,-518.0917742097741,11690.842058908858,75098.74135714403,240.61700834554176,283,False,13.800000000000061
False,4008.0269494689337,-560.0108155668037,11252.65916585566,67505.02780122317,260.5782158923595,284,False,14.150000000000066
False,4013.464748775194,-449.9295125678848,12675.230272764396,86567.02035644552,209.55962579656958,285,True,13.100000000000051
False,4003.7687553840965,-472.95622736586705,12819.483712386445,82767.50491986463,225.49721797458193,286,True,13.250000000000053
False,4009.4647757303073,-487.19495038572603,12200.9478326487,78567.99627163353,227.7609672134522,287,True,13.400000000000055
False,4006.3568514905146,-485.2789054762236,12603.724610890618,85871.62608071143,226.40545582606924,288,True,13.450000000000056
False,4010.4825586598395,-422.01335900841156,13473.86385399429,90585.10735620471,194.4905165408789,289,True,13.00000000000005
False,4000.377122081655,-452.0575402547701,12789.390297957865,83208.98842044834,211.070463101727,290,True,13.150000000000052
False,4012.1251611892753,-484.1411935953523,12535.368682117332,82180.8845990538,227.64085529129662,291,True,13.300000000000054
False,4005.178463070238,-410.1746520774892,13398.050702147788,91056.85759829286,190.81560659443232,292,True,12.900000000000048
False,4013.7469673783326,-437.11570820480216,13018.571469832881,88512.49570955477,203.92605090479796,293,True,13.00000000000005
False,4007.6710767699196,-491.90776245931124,12677.11774235887,84106.32660406835,232.03996608881496,294,False,13.350000000000055
False,4002.0770278722434,-413.0981109570466,13153.181505431157,90637.44698503897,192.1378398026783,295,True,12.900000000000048
False,4008.4424146785113,-504.3534476209242,11548.730686040719,72708.37074912823,234.59759373484607,296,False,13.70000000000006
False,4003.408869214205,-474.0048001098433,12152.928721092778,76827.24903419278,220.87734134843828,297,True,13.450000000000056
False,4003.489153122441,-548.8410323649199,11321.466691815784,71503.3851516489,256.4250100650197,298,False,14.000000000000064
False,4000.273096078711,-469.8577642325349,12303.105759510141,77447.0215951444,220.84965650641408,299,True,13.400000000000055
False,4000.135360233099,-539.8640665238911,11654.259342968904,75090.44944743127,253.2234896357779,300,False,13.900000000000063
False,4005.665705117687,-487.39514150911765,12228.328053813166,78303.4382333576,226.06444695498382,301,True,13.550000000000058
False,4007.5723792644408,-497.48954142098114,12063.571194063526,79131.83915379859,236.39858521715337,302,False,13.450000000000056
False,4000.42801505023,-469.3126394056421,12333.017081166818,80953.3625980863,218.61704370173658,303,True,13.350000000000055
False,4011.129940547391,-525.2097856403739,11874.191521721894,69762.48306494286,247.97087461948124,304,False,13.70000000000006
False,4005.372881866147,-441.5321523246935,12911.686407722433,85258.76440945569,207.23118161567345,305,True,12.950000000000049
False,4012.3515733955587,-417.27244372712903,13779.133945177135,91486.53246151553,198.0928766309832,306,True,12.600000000000044
False,4010.0396717551716,-488.00764280860614,11942.672004993456,77635.271451214,226.6940200091691,307,True,13.500000000000057
False,4000.7834700791655,-412.6155324939954,13646.175069395744,95051.06615375105,195.0365695082453,308,True,12.600000000000044
False,4000.263781151201,-486.22156941837625,11668.771107783932,75359.10783951513,227.128505718532,309,True,13.500000000000057
False,4012.3191914627723,-528.496609212778,12035.43755217401,75971.37010370113,245.50541988525018,310,False,13.900000000000063
False,4014.6931365858527,-522.4679732325052,11265.923474575695,70163.2649857512,238.92400577267702,311,False,14.000000000000064
False,4012.3618320385726,-462.3744729523671,12505.461731758674,81056.37440467703,213.81625298933295,312,True,13.400000000000055
False,4001.610916782315,-428.7844221677562,12487.483426478655,85090.12870240443,197.30319132944473,313,True,13.100000000000051
False,4008.988752487791,-514.2897835832447,11882.216348377377,72984.6773333149,238.73977967544886,314,False,13.800000000000061
False,4005.7831087929308,-482.632022172869,11884.637713704467,77765.01381914991,222.09603271365847,315,True,13.650000000000059
False,4002.7417681120473,-453.29990138335944,13489.848216701566,91103.54420866522,218.06427073094034,316,True,12.850000000000048
False,4005.644842197289,-501.6257439307693,12023.230442734144,78710.56830810335,234.5597152996228,317,False,13.600000000000058
False,4002.168304304303,-482.8978735055872,11637.362239669124,77295.97227126875,226.4057782596711,318,True,13.500000000000057
False,4012.171345585075,-482.9541999105491,11687.085718579414,77202.89111067483,220.90743674471372,319,True,13.600000000000058
False,4000.460878041386,-506.5450027341823,12030.788311491893,82045.51163053636,236.83212325025127,320,False,13.650000000000059
False,4001.591304594839,-492.8218951669819,11606.389006533407,79142.6441160177,229.1929201558653,321,True,13.600000000000058
False,4015.1581431363606,-422.0829550940878,13381.53393025658,92089.19560988976,194.8474542036851,322,True,12.950000000000049
False,4003.232941157275,-437.5736458882101,13444.605773683626,89562.97838052927,207.0877107899732,323,True,12.900000000000048
False,4015.9717611499477,-444.6212211522067,12936.42464468395,85842.53565699558,207.23281982851955,324,True,13.100000000000051
False,4008.228390912078,-429.05161764794724,12964.64790432924,86099.40887826499,202.37991269457441,325,True,12.850000000000048
False,4008.763078051606,-521.5214002813726,11695.222581324073,78027.18598012115,242.42262002209384,326,False,13.800000000000061
False,4004.5377703115273,-538.8267412654014,10856.352325592108,69605.13423926098,248.28148151698903,327,False,14.150000000000066
False,4009.806143096487,-460.3923549146669,12463.83971405998,81778.62503356242,215.83640396149164,328,True,13.200000000000053
False,4003.6026392210783,-432.4495949791375,13366.223803725468,87283.8183873903,203.39574013464062,329,True,12.850000000000048
False,4008.463636016034,-496.5052498437056,12332.496365348288,75522.95740324065,230.685915686274,330,False,13.650000000000059
False,4000.2767820870718,-468.5743221719423,12824.437321848713,81332.29506534543,222.88615934940836,331,True,13.150000000000052
False,4002.5924570541392,-481.76559051529813,12267.39147011551,86570.09227875792,227.0367981310406,332,True,13.300000000000054
False,4002.983545530198,-451.4973365068388,13460.210762438675,84352.6657057037,216.14706860717882,333,True,13.00000000000005
False,4000.3525948900938,-484.5692659938334,12132.436349250675,78275.7843056616,227.90042205480117,334,True,13.500000000000057
False,4013.609724497801,-450.0172610939205,12934.043246367688,86708.8556535262,212.2038327287817,335,True,12.950000000000049
False,4005.29283701607,-517.3857979127808,11572.921663073483,78558.44730587359,241.71822570830153,336,False,13.75000000000006
False,4000.0533103336556,-436.4732506100952,12979.834896672732,85547.62115549111,205.27059015450513,337,True,13.00000000000005
False,4012.088342624336,-448.3121004217309,12788.103707475786,86105.7815819438,207.5698278257696,338,True,13.150000000000052
False,4006.4089878110776,-459.1602014593268,12795.00277988698,84702.74115118536,213.50854562756868,339,True,13.250000000000053
False,4012.689987848977,-553.8909172172681,11636.286117777732,72796.41799220571,257.2552728371243,340,False,14.050000000000065
False,4003.7536729021763,-456.0537513583186,12375.896484938585,80005.11348892593,213.13294553502192,341,True,13.300000000000054
False,4000.9535153808183,-508.30631252411223,11752.510489673632,68243.25165277925,236.99479458331572,342,False,13.75000000000006
False,4007.57437706541,-414.97315968350256,13267.221768290876,91884.9610411171,197.3395238004195,343,True,12.700000000000045
False,4013.8782967702905,-497.622351050183,12149.567634091582,81381.3125239185,229.7758966160413,344,True,13.600000000000058
False,4001.3934037799095,-398.99175755643637,13677.924901474202,95942.17583354091,188.19536570380276,345,True,12.500000000000043
False,4015.1472487393485,-497.8293908415097,12110.873051834693,80976.64132621133,235.26383017611715,346,False,13.500000000000057
False,4011.297761196389,-527.3415014926837,11935.658997488941,79601.22479096854,247.88465747714974,347,False,13.70000000000006
False,4004.427404126973,-507.46284978326554,11732.871568723649,72912.5708063143,239.00509282342887,348,False,13.650000000000059
False,4001.6518732074815,-436.9267777360049,13013.032407468612,85959.87858710284,202.41236442013178,349,True,13.150000000000052
False,4001.9747522862735,-457.920070696096,12489.717974731737,84032.64678895552,213.18576059467648,350,True,13.300000000000054
False,4011.0229647832875,-537.7546599338351,11096.64445187867,70329.33571138115,248.58239589124972,351,False,14.050000000000065
False,4015.295743651125,-447.114005857475,12640.988161917734,84201.25417983776,205.135537322624,352,True,13.200000000000053
False,4003.536187759742,-417.20165936443846,13191.32445836699,92567.441389467,192.67232019022703,353,True,12.900000000000048
False,4014.5641033287034,-435.173428599393,13282.436235570192,84247.0641273711,201.18417125834543,354,True,13.00000000000005
False,4004.146814151282,-450.90739518898096,12736.227197937256,81210.85533267554,210.5300418166304,355,True,13.05000000000005
False,4002.9749758594517,-487.7349426428703,11920.030164096072,73547.92413425366,226.91161424618426,356,True,13.650000000000059
False,4014.202875553846,-513.1748276912894,11893.647764460906,81515.85623455264,241.9481678034431,357,False,13.600000000000058
False,4016.7808284303005,-435.0385713068335,13562.846346819106,89012.9753674533,209.11111316769967,358,True,12.700000000000045
False,4004.439715400779,-499.97226812922867,11670.552986384213,75650.461515838,234.0404355637126,359,False,13.650000000000059
False,4004.399474461056,-544.2949367219574,11551.228318172072,71225.52295618637,257.24868168586227,360,False,13.900000000000063
False,4016.321744088215,-432.24826306042644,13001.445661992733,82351.66314833141,201.4509773920105,361,True,12.900000000000048
False,4002.2753707989605,-486.1162538354419,12723.338163281061,80117.65695332478,231.49988946506488,362,False,13.300000000000054
False,4008.9573494219535,-551.9346231774972,10909.211035802593,76172.65844042946,253.73134065741255,363,False,14.250000000000068
False,4012.2224825620037,-489.5032713801929,12695.960170113247,76409.63986305024,231.70686892446665,364,False,13.350000000000055
False,4003.8986743702844,-445.9728186930748,13676.625449263394,91325.54986920209,211.277726286922,365,True,12.900000000000048
False,4006.456309301366,-479.0108921029113,11955.48057256674,76758.69263540319,223.28981584949568,366,True,13.500000000000057
False,4013.726146882547,-438.9098421518887,12913.340991363018,84439.8110907974,203.55529582692023,367,True,13.100000000000051
False,4009.4552084637967,-474.3788164448259,12478.606567060324,84448.02262589302,222.6547098585729,368,True,13.300000000000054
False,4013.7158597293464,-477.1248104021396,12629.558819046359,86369.02649650758,221.52257574909493,369,True,13.300000000000054
False,4014.3459833064626,-455.0834060721992,12964.040649050608,80594.2285078385,214.56173739590864,370,True,13.05000000000005
False,4001.5034591504445,-499.8437527311629,11241.239975436652,72705.72228252245,229.79241209824642,371,True,13.900000000000063
False,4004.362806844773,-436.3223766253256,13634.09170234304,87780.54699609402,205.27485375857782,372,True,13.00000000000005
False,4009.398348194301,-482.5916882487626,12336.408744148772,75333.0186907158,224.38623743408334,373,True,13.500000000000057
False,4014.2781605872383,-446.7020555627437,12211.195937170956,83194.27043166591,207.7394378705109,374,True,13.150000000000052
False,4011.6247625350748,-492.47109637443083,11556.44410521766,74768.37637481396,228.86078442679258,375,True,13.650000000000059
False,4014.4675218819552,-441.6084663083422,12685.892400668703,82306.2819995984,208.09782560936563,376,True,13.05000000000005
False,4012.087826139684,-530.4163110708756,12071.58118726777,77974.19011945454,245.9409282487393,377,False,13.900000000000063
False,4002.8259108382035,-492.6996521388293,12571.376491249383,81484.04492253416,231.40541179076817,378,False,13.500000000000057
False,4011.5315060990542,-451.59193591837817,13372.562504882366,86503.81136603809,211.6283672805746,379,True,13.05000000000005
False,4014.084355758957,-495.3008500336752,11882.252378472693,79551.86030945728,233.1891593447378,380,False,13.450000000000056
False,4004.1762269053233,-394.72332991890204,13907.732498755475,94881.63900688612,184.53485863757132,381,True,12.550000000000043
False,4007.5506646788203,-486.7638479402302,12468.870141856638,74714.18268280555,228.7388489302925,382,True,13.450000000000056
False,4008.528606085353,-428.72878121706793,13013.512178638066,85546.3163823593,199.19234564008582,383,True,13.05000000000005
False,4007.8248073504565,-458.27694001656016,12768.521717824931,81623.65019266834,216.19226543150077,384,True,13.200000000000053
False,4013.887489320987,-453.6246979504806,13196.96310911583,90367.02430376975,216.17004450801392,385,True,13.00000000000005
False,4002.671286016562,-468.59855244172473,12472.089578032643,81510.89502818423,220.76054275908422,386,True,13.250000000000053
False,4000.6076540259264,-515.0731053214196,11628.164310683223,75434.44520756182,239.91461745840286,387,False,13.850000000000062
False,4013.8503877578523,-470.4625550361026,12610.193100740042,82809.39848794074,218.95260043828844,388,True,13.250000000000053
False,4015.0475574068937,-423.71187378031414,12707.666362552352,84540.13316816399,192.95945583513205,389,True,13.100000000000051
False,4005.0961862385243,-500.7749587701838,12148.891532873877,82223.49877751704,232.12292099492905,390,False,13.650000000000059
False,4008.6099922127955,-486.2107034288948,12020.573302522345,77840.75502637323,224.90778176638486,391,True,13.650000000000059
False,4007.084758972726,-452.5754573974251,12703.080587177566,83862.23308716797,211.65897402116116,392,True,13.100000000000051
False,4003.2586469223324,-420.21437499008084,13688.795035126246,91899.42108637147,198.37937123512168,393,True,12.850000000000048
False,4011.675268557567,-493.1845696848037,12821.809671080193,79219.60015795444,232.39864112186092,394,False,13.400000000000055
False,4003.408066943965,-484.4550565038402,12555.120146527437,79021.47386264133,230.29776932105472,395,False,13.300000000000054
False,4008.864692366482,-499.0565794556717,12348.02000585213,79576.4459943809,235.65043036864532,396,False,13.500000000000057
False,4005.053455105654,-508.2326679635513,12395.680129622659,78122.71730574171,239.64291396062006,397,False,13.500000000000057
False,4012.8797298619575,-492.2591177183296,11939.449923767223,81375.07981874223,229.13531792393945,398,True,13.450000000000056
False,4005.2941713074742,-558.9003433601282,10634.161028306373,69406.01512288982,258.822760426355,399,False,14.200000000000067
False,4004.7835491311203,-461.5312398257073,13342.766988086643,82570.25549934019,218.96484833844977,400,True,13.100000000000051
False,4013.047824665132,-451.43114013377664,12433.871981377617,81386.78433395273,207.89841459758992,401,True,13.300000000000054
False,4015.0701550259337,-449.22779176070156,13193.737802077367,86641.94501259971,209.56863967780842,402,True,13.00000000000005
False,4001.055951590327,-422.6705117090044,14182.432442088759,94761.12647865266,204.24205357106953,403,True,12.650000000000045
False,4002.959738565472,-521.394248725973,11582.081075643317,71413.07666405097,240.89408151042505,404,False,13.950000000000063
False,4016.1144181928057,-451.5938381664297,12994.0359397461,87790.9460526366,210.65900988435882,405,True,13.05000000000005
False,4011.877984340754,-570.8632688244982,11403.586206604738,72702.55182293073,263.5000657594037,406,False,14.300000000000068
False,4011.2148150963894,-449.6574651066493,12777.405589598025,81181.32427192111,214.09945387315437,407,True,13.00000000000005
False,4012.072118806869,-449.86585613747053,12945.873115320546,85184.0036723851,212.13362360789338,408,True,12.950000000000049
False,4006.179244596054,-484.7407593089905,12417.565527584211,82628.75950360516,225.24629874273353,409,True,13.500000000000057
False,4008.5160259565696,-499.55757687174264,11920.64675537678,77054.30716844265,234.98526769640918,410,False,13.550000000000058
False,4004.1382813130967,-404.98467483513554,13658.666633335428,89765.6506093182,191.64542205429953,411,True,12.650000000000045
False,4004.487925903969,-439.655279833197,13283.656616410246,91327.39788013713,203.73190468414313,412,True,13.05000000000005
False,4011.1039370884996,-467.7275086426679,12660.373624339189,81274.1357084642,218.32553237350032,413,True,13.250000000000053
False,4012.5710407343577,-469.2526026063246,11968.038528027824,80303.59464682429,219.32440338981732,414,True,13.300000000000054
False,4015.407287736207,-492.54525144749186,12528.567239644528,78775.50034208094,228.5650342110376,415,True,13.500000000000057
False,4008.579165135586,-418.28378964839044,13374.861932163221,94429.74783836027,198.01464984703628,416,True,12.750000000000046
False,4015.465018541539,-448.10758594743464,12765.291704186748,85482.56598810053,208.9097517076511,417,True,13.05000000000005
False,4009.57393164596,-440.6222815691477,12896.349096432174,89853.07316562347,204.34132220724624,418,True,13.100000000000051
False,4008.827869877315,-485.0240751105171,11574.36959423896,74323.28730741177,227.23020723853477,419,True,13.500000000000057
False,4013.6839314881795,-552.1158312524243,11053.428847371695,68918.44269225805,255.64082467094627,420,False,14.150000000000066
False,4009.1616342396237,-498.5124550835689,11859.088631673285,80000.34809707686,235.03919809513684,421,False,13.450000000000056
False,4010.415440529953,-423.6625422775673,13046.116401004729,84392.22099005546,199.0698479318278,422,True,12.900000000000048
False,4010.1068297124652,-458.8271279161537,12575.535520626425,78247.17132752012,212.3722631823679,423,True,13.350000000000055
False,4008.6454921821282,-454.4955454902477,12565.932403086445,88351.98143797874,212.2098967117828,424,True,13.150000000000052
False,4005.518266094102,-415.9847902098562,13006.19142676321,88097.96617099125,192.52884101787862,425,True,12.950000000000049
False,4006.0598094110055,-497.38000485904837,11660.393019866746,72278.48529378026,234.23740246682075,426,False,13.500000000000057
False,4011.6180820417035,-420.8505319651097,13195.314481154579,92623.12766340566,197.09020847301835,427,True,12.900000000000048
False,4013.604865993913,-508.6520088154936,12308.824476301534,76174.63748747362,237.71211448971516,428,False,13.550000000000058
False,4013.8841850069393,-472.4604654557744,12399.700499193157,82066.30283106996,220.30510794415926,429,True,13.400000000000055
False,4011.419122848349,-435.1652412633067,12718.472217453289,84590.90960305635,201.88721513036998,430,True,13.05000000000005
False,4013.3456823267284,-443.4105170247706,12819.182701033764,83126.69690022156,208.30251484013223,431,True,13.00000000000005
False,4010.767398570549,-486.08843444887276,12044.954234208039,81220.83109492806,227.22054514903513,432,True,13.500000000000057
False,4008.358123087107,-452.63081513298306,12658.175013124099,86726.95728149396,216.36048968674777,433,True,12.950000000000049
False,4010.5103294381943,-439.1989191304458,13136.432181204533,88485.7514636279,206.07484654968803,434,True,13.05000000000005
False,4013.3796875026583,-486.35925737783185,12389.363764672036,79634.43187057918,229.98160288140886,435,True,13.250000000000053
False,4002.7135739450423,-453.68324673314885,13123.615503199318,88037.49605464611,213.03715038692653,436,True,13.200000000000053
False,4014.707862282702,-425.39885488142914,13629.538449844666,92476.70499191241,198.33361885016163,437,True,12.850000000000048
False,4007.0258908244646,-518.6725248075221,11976.783263390593,73048.30059987004,243.50041155106163,438,False,13.800000000000061
False,4005.6459395657253,-508.041624862639,11631.807477318896,72991.78857496427,239.50233413571252,439,False,13.650000000000059
False,4008.449602206458,-460.9570404757875,13032.988570876936,86856.96595246358,218.16685147678334,440,True,13.05000000000005
False,4001.305055547093,-442.22113812303314,12856.684510767918,84777.70524830646,208.85034286906705,441,True,13.05000000000005
False,4009.9737917050948,-444.3152891604249,13008.175816925648,83230.67141360792,208.79732208627465,442,True,13.00000000000005
False,4005.031222197587,-484.4180881320491,12408.372656964808,78900.2629833842,224.3338303270807,443,True,13.600000000000058
False,4012.842612953195,-473.64387403613847,12187.495368211316,83681.99847322117,223.12301969149564,444,True,13.300000000000054
False,4014.4090650641956,-514.83747987711,11404.003155582957,72243.93250312199,239.19746754732435,445,False,13.800000000000061
False,4007.6550602919106,-408.3482480793214,12934.707874488795,89794.49056303436,189.71613669061196,446,True,12.800000000000047
False,4001.7666352882406,-437.6806660874663,12683.278896353226,87706.18338780462,205.75443462119472,447,True,13.05000000000005
False,4013.2575117880815,-537.8042429389761,11438.982308294231,73417.77647279434,249.51912334916625,448,False,14.050000000000065
False,4002.7860076297725,-442.9602528876557,13243.955153722733,85293.12631804876,207.8299940676378,449,True,13.05000000000005
False,4015.2524519852136,-512.5335893265188,11957.711631094739,71662.11876851323,236.78778447333616,450,False,13.800000000000061
False,4001.2243811347907,-512.7381274824955,11062.721114796892,74230.887197789,238.02615899543736,451,False,13.75000000000006
False,4003.4428964875333,-439.14156941611185,13010.803783633393,84166.83767168263,204.1521812290897,452,True,13.100000000000051
False,4011.259916636222,-526.7573137304103,11126.464649376649,74359.64586321746,245.6662907188833,453,False,13.850000000000062
False,4009.3594402733042,-513.4434395864283,12247.319263748459,77053.53648225016,238.69595633412374,454,False,13.70000000000006
False,4013.457354559353,-458.63489679719885,12807.943479826992,83651.82139441938,213.57398474167164,455,True,13.250000000000053
False,4006.7136291383017,-526.5578185620283,11287.26362719193,71040.37547831645,244.80238787219784,456,False,13.900000000000063
False,4012.6357084081023,-480.5318175758954,11638.324388388959,77495.1341818455,221.761604724521,457,True,13.600000000000058
False,4008.0668280813475,-431.9803421486163,13766.82999533375,90929.33318878821,205.01469159086324,458,True,12.850000000000048
False,4013.0242360318116,-490.0266951898554,12639.622279203835,83274.00138737149,228.74403462288302,459,True,13.450000000000056
False,4001.6105765030948,-580.3179531771327,11327.063173431487,73910.28609144113,271.4248614600276,460,False,14.300000000000068
False,4002.586251210481,-468.0739323982652,12200.989068543293,80553.90967982326,219.3762742096131,461,True,13.250000000000053
False,4007.3548253997997,-461.1337068289997,12684.411518093728,86589.6039727459,217.64421778576028,462,True,13.100000000000051
False,4000.3618608282154,-563.7711307452678,10626.0,69465.16740707861,261.23746431378373,463,False,14.40000000000007
False,4001.8779428518237,-396.82003892204824,13255.208491855008,89107.2250693286,186.50693911584167,464,True,12.600000000000044
False,4002.9212204067785,-499.70995955824174,11861.344054045574,79672.73397882751,232.151912283311,465,False,13.70000000000006
False,4013.071708033881,-500.7578246182902,11866.673557118434,75856.2335479645,230.7497770510303,466,False,13.75000000000006
False,4007.787780484984,-470.2187598894839,12593.363842656114,81352.45657023834,219.21629443306225,467,True,13.250000000000053
False,4009.343332180952,-494.23410537743587,12044.75344278635,74660.90232960776,229.82346287310975,468,True,13.650000000000059
False,4002.592457712685,-418.3356081141232,13304.204953329865,89324.82115652469,195.90200805887207,469,True,12.800000000000047
False,4014.789252367347,-514.2930476487867,12123.399336196155,76638.56755946252,244.19038409901785,470,False,13.550000000000058
False,4014.3075734068952,-440.54718623495825,12760.120036475835,82901.50288660005,207.18532835427376,471,True,12.950000000000049
False,4008.975666514757,-438.09007819568404,12738.239720326317,84366.6530374731,204.62982439681556,472,True,13.100000000000051
False,4013.823453272379,-372.42453909314895,14016.212182332909,97077.09982884268,173.4302717130588,473,True,12.450000000000042
False,4006.327035773955,-540.4310937729203,11257.843610047637,67457.97924219741,250.68610873759897,474,False,14.050000000000065
False,4003.725733465616,-412.9442761982495,13354.541821299354,90615.29185335881,192.57709160267922,475,True,12.800000000000047
False,4005.133340108121,-483.1113789067748,12440.35684523861,80871.20183802219,227.25097965494285,476,True,13.350000000000055
False,4000.269888281793,-405.4025026954185,14329.0,94715.64339758562,193.64548889937845,477,True,12.600000000000044
False,4015.088350898206,-454.91570931825316,12425.678868996198,83463.339919381,211.52156645523357,478,True,13.200000000000053
False,4011.846559342847,-451.090720561937,13430.437606933378,87466.09922498165,210.98161479311085,479,True,13.05000000000005
False,4012.574314192342,-482.1219178516411,12164.647154181426,74493.94375522675,222.04475098778263,480,True,13.600000000000058
False,4011.3276316196484,-421.30732396452436,13193.52001285233,89860.24857660425,195.32647563654874,481,True,12.900000000000048
False,4001.49310584734,-462.5568786864504,12748.861281606247,85502.24909444152,219.33785403439742,482,True,13.05000000000005
False,4007.6946837454116,-460.50173211763365,13038.077174918542,87217.32004525805,216.2607532443793,483,True,13.150000000000052
False,4008.7338975008356,-478.0326490528131,12604.210713678962,86066.68106312746,223.45043466648266,484,True,13.350000000000055
False,4007.0374909528905,-479.9361291299655,12400.358539436158,77755.5911613358,223.62089388743672,485,True,13.400000000000055
False,4008.3234192610353,-503.0293776119958,12477.402136472554,81299.59909658144,235.5517547647197,486,False,13.550000000000058
False,4002.1938144311953,-394.9423893487408,14302.297693849463,95358.12575852222,185.8153123157635,487,True,12.450000000000042
False,4008.954280286973,-486.6035902099653,12776.701724801555,82184.53928849094,226.62979198103383,488,True,13.450000000000056
False,4013.1068610651478,-480.41331481547746,12290.656915112375,77170.60807401879,224.1571660807968,489,True,13.400000000000055
False,4001.7852789167246,-399.95961299243015,13496.101780295146,92080.95645304261,188.60926712978016,490,True,12.600000000000044
False,4013.478092108148,-360.338370777541,14241.789699557812,98395.51239764607,168.66146344357034,491,True,12.200000000000038
False,4015.3080001668327,-391.85356828875763,14206.82673537304,91025.56477872508,184.05075355949756,492,True,12.400000000000041
False,4001.4368201967413,-449.8384136073042,12538.944200578568,87651.3671215727,210.02761293224304,493,True,13.200000000000053
False,4009.9054124958575,-422.21138253779486,14329.0,97566.51681404571,201.1976674598753,494,True,12.700000000000045
False,4006.530993559181,-480.8474386257666,12653.500174107861,83760.24994545944,226.78832310562217,495,True,13.300000000000054
False,4000.834695422647,-453.21111296542307,13045.29801458024,86180.02114227846,216.91141106025566,496,True,13.00000000000005
False,4013.316483942801,-421.37926314068386,13677.326176104494,91849.34735771835,199.02893934234248,497,True,12.700000000000045
False,4001.9835147665626,-506.2196923620249,11633.66121477354,75902.42676039791,234.56228397918875,498,False,13.75000000000006
